interptime;interpinput_1;interpinput_2
21.88995;0.199819159338599;0.131680761909839
21.89995;0.199818990192574;0.130992626818612
21.90995;0.199818821140963;0.130304397623508
21.91995;0.199818652192677;0.129616063772005
21.92995;0.199818483331855;0.128927639795612
21.93995;0.199818314552858;0.128239130115056
21.94995;0.199818145852024;0.127550537164351
21.95995;0.199817977237493;0.126861850358993
21.96995;0.199817808693334;0.126173085311361
21.97995;0.199817640215784;0.12548424464397
21.98995;0.199817471802207;0.124795329697148
21.99995;0.199817303457363;0.124106332737853
22.00995;0.199817135168219;0.12341726731856
22.01995;0.199816966931571;0.122728135527504
22.02995;0.199816798745605;0.122038937594549
22.03995;0.199816630611762;0.121349668995124
22.04995;0.199816462520187;0.120660340635597
22.05995;0.199816294467857;0.119970954452174
22.06995;0.199816126453308;0.119281509862169
22.07995;0.199815958475592;0.118592004931306
22.08995;0.199815790527421;0.117902448330905
22.09995;0.199815622605911;0.117212841870686
22.10995;0.199815454709516;0.116523184423883
22.11995;0.199815286835744;0.115833476093953
22.12995;0.199815118979337;0.115143723679616
22.13995;0.199814951137517;0.11445392888629
22.14995;0.199814783308238;0.113764090289112
22.15995;0.199814615488268;0.113074209528505
22.16995;0.199814447673885;0.112384291853896
22.17995;0.199814279862391;0.11169433888595
22.18995;0.199814112050844;0.111004349131088
22.19995;0.19981394423603;0.110314325306054
22.20995;0.199813776415317;0.109624271403052
22.21995;0.199813608586058;0.108934188975473
22.22995;0.199813440744031;0.108244076678935
22.23995;0.199813272886779;0.107553937875926
22.24995;0.199813105012333;0.106863775568926
22.25995;0.199812937118081;0.106173591259954
22.26995;0.199812769198138;0.10548338396485
22.27995;0.19981260125153;0.104793157282456
22.28995;0.19981243327655;0.104102913474229
22.29995;0.1998122652706;0.103412654005557
22.30995;0.19981209722575;0.102722378460855
22.31995;0.199811929143239;0.102032090279084
22.32995;0.199811761021223;0.101341791215667
22.33995;0.19981159285711;0.100651482713302
22.34995;0.199811424640537;0.0999611651346861
22.35995;0.199811256375685;0.099270841368318
22.36995;0.199811088060192;0.0985805128894868
22.37995;0.199810919690803;0.0978901811124833
22.38995;0.19981075125629;0.09719984745086
22.39995;0.199810582762562;0.0965095137929613
22.40995;0.199810414207005;0.0958191815742341
22.41995;0.19981024558508;0.0951288523600772
22.42995;0.199810076886133;0.0944385283406841
22.43995;0.199809908116719;0.0937482105019466
22.44995;0.1998097392742;0.0930579002937479
22.45995;0.199809570352363;0.0923675996562751
22.46995;0.199809401341869;0.091677311163743
22.47995;0.199809232249543;0.0909870351131742
22.48995;0.199809063072718;0.0902967729826688
22.49995;0.199808893803114;0.08960652731844
22.50995;0.199808724433451;0.0889163006831299
22.51995;0.199808554970456;0.0882260928956999
22.52995;0.199808385411427;0.0875359054769628
22.53995;0.199808215745614;0.0868457418225124
22.54995;0.19980804596856;0.0861556040773957
22.55995;0.199807876086517;0.0854654917945741
22.56995;0.199807706096744;0.0847754065531472
22.57995;0.199807535985613;0.0840853528585739
22.58995;0.199807365752268;0.0833953320139015
22.59995;0.199807195402106;0.0827053435236157
22.60995;0.199807024932344;0.0820153890421677
22.61995;0.199806854326056;0.0813254744681645
22.62995;0.199806683586787;0.0806355998111163
22.63995;0.19980651271869;0.0799457647545721
22.64995;0.199806341718941;0.0792559710473724
22.65995;0.199806170566885;0.0785662262939185
22.66995;0.199805999271285;0.0778765287216156
22.67995;0.199805827834658;0.0771868784357079
22.68995;0.199805656254134;0.076497277301018
22.69995;0.199805484504897;0.0758077349775124
22.70995;0.199805312601762;0.0751182473734183
22.71995;0.199805140545209;0.0744288152792351
22.72995;0.199804968332321;0.0737394407006286
22.73995;0.199804795933672;0.0730501357493695
22.74995;0.199804623370992;0.0723608934153407
22.75995;0.199804450642306;0.0716717154656596
22.76995;0.199804277742805;0.0709826048172893
22.77995;0.199804104643547;0.0702935742636365
22.78995;0.199803931368502;0.0696046154228927
22.79995;0.199803757914675;0.0689157306248014
22.80995;0.199803584273949;0.0682269244330623
22.81995;0.199803410421638;0.0675382087455333
22.82995;0.199803236380617;0.0668495751358737
22.83995;0.199803062147849;0.0661610261690069
22.84995;0.199802887711476;0.065472568481494
22.85995;0.199802713051912;0.0647842125365171
22.86995;0.199802538190535;0.0640959501186055
22.87995;0.199802363124268;0.0634077840754039
22.88995;0.199802187837061;0.0627197236155868
22.89995;0.199802012315302;0.0620317771476187
22.90995;0.199801836578456;0.0613439369606591
22.91995;0.199801660623407;0.0606562062431405
22.92995;0.19980148442946;0.0599685973682825
22.93995;0.199801307989866;0.0592811159654393
22.94995;0.19980113132175;0.0585937551728875
22.95995;0.199800954421961;0.0579065185915876
22.96995;0.1998007772647;0.0572194224710066
22.97995;0.199800599850985;0.0565324688025298
22.98995;0.199800422195169;0.0558456519848783
22.99995;0.199800244294069;0.0551589761212201
23.00995;0.199800066116314;0.0544724622026716
23.01995;0.199799887671614;0.0537861075500489
23.02995;0.199799708971106;0.0530999083220357
23.03995;0.199799530011579;0.0524138692374885
23.04995;0.199799350755623;0.0517280170943629
23.05995;0.199799171222571;0.0510423432845901
23.06995;0.199798991419897;0.0503568463432806
23.07995;0.199798811344369;0.0496715317504472
23.08995;0.199798630952064;0.0489864334384937
23.09995;0.199798450272885;0.0483015353166352
23.10995;0.199798269310186;0.0476168390691969
23.11995;0.199798088060719;0.0469323511264244
23.12995;0.199797906473582;0.046248114231702
23.13995;0.199797724590193;0.0455641028669772
23.14995;0.199797542409333;0.0448803228497764
23.15995;0.199797359924743;0.0441967842549049
23.16995;0.199797177087074;0.0435135334492704
23.17995;0.199796993941215;0.0428305403547768
23.18995;0.199796810483908;0.0421478137504068
23.19995;0.199796626703391;0.0414653704526926
23.20995;0.19979644255892;0.0407832549564998
23.21995;0.199796258092291;0.0401014377347199
23.22995;0.199796073300255;0.0394199294403919
23.23995;0.199795888165085;0.0387387557431648
23.24995;0.199795702655597;0.0380579579954363
23.25995;0.199795516810034;0.0373775080295751
23.26995;0.199795330625165;0.0366974189628809
23.27995;0.199795144076848;0.0360177281855091
23.28995;0.199794957144417;0.0353384721930544
23.29995;0.199794769862095;0.0346596253403926
23.30995;0.199794582226683;0.0339812040470304
23.31995;0.199794394207188;0.0333032614011286
23.32995;0.19979420579441;0.032625826686666
23.33995;0.199794017018093;0.0319488784899711
23.34995;0.199793827875088;0.0312724377533394
23.35995;0.199793638327127;0.0305965789143731
23.36995;0.199793448377421;0.0299213207486681
23.37995;0.199793258050777;0.0292466486457268
23.38995;0.199793067344119;0.0285725899015587
23.39995;0.19979287621151;0.0278992485575759
23.40995;0.199792684669493;0.0272266281674619
23.41995;0.199792492737497;0.0265547249022392
23.42995;0.199792300412547;0.0258835752527876
23.43995;0.199792107640683;0.025213325313509
23.44995;0.199791914452676;0.0245439565154859
23.45995;0.199791720862148;0.0238754821691413
23.46995;0.199791526866267;0.0232079525462721
23.47995;0.199791332402763;0.022541575292112
23.48995;0.199791137517475;0.0218762993345863
23.49995;0.19979094221783;0.0212121656866561
23.50995;0.199790746501199;0.0205492461531224
23.51995;0.199790550296805;0.0198878418671026
23.52995;0.199790353666329;0.019227853139748
23.53995;0.199790156610671;0.018569367075687
23.54995;0.199789959123632;0.0179125065177833
23.55995;0.199789761137476;0.0172576742651386
23.56995;0.199789562718806;0.0166047430777557
23.57995;0.199789363865615;0.0159538643472404
23.58995;0.199789164564686;0.0153052698234053
23.59995;0.199788964762361;0.0146594709907596
23.60995;0.199788764519848;0.0140163641054215
23.61995;0.199788563835777;0.0133761999996321
23.62995;0.199788362690021;0.0127394162443553
23.63995;0.199788161044192;0.0121067060638176
23.64995;0.199787958953853;0.0114780410551917
23.65995;0.19978775641871;0.0108538705746044
23.66995;0.199787553412351;0.010235052434537
23.67995;0.199787349913044;0.00962261592328994
23.68995;0.199787145970782;0.00901674542984487
23.69995;0.199786941587256;0.00841832346371097
23.70995;0.199786736731554;0.007829144780308
23.71995;0.199786531400478;0.00725092566095905
23.72995;0.199786325639342;0.00668443705502404
23.73995;0.199786119453896;0.0061315793936254
23.74995;0.199785912813321;0.0055963941276178
23.75995;0.19978570573603;0.00508204960063646
23.76995;0.199785498265633;0.00459082058020674
23.77995;0.199785290416757;0.00412689474626436
23.78995;0.199785082169915;0.00369936145136618
23.79995;0.199784873569777;0.00331332732866552
23.80995;0.199784664664514;0.00297296418285502
23.81995;0.199784455485275;0.00268417064786626
23.82995;0.199784246041463;0.00245897693567576
23.83995;0.199784036396927;0.002293727825009
23.84995;0.199783826598356;0.00218145179171931
23.85995;0.199783616678612;0.0021121648704615
23.86995;0.199783406652874;0.00207410233397931
23.87995;0.199783196551222;0.00204865566120236
23.88995;0.199782986385007;0.00202708372766347
23.89995;0.199782776159742;0.00200679214655526
23.90995;0.199782565871927;0.00198913605733572
23.91995;0.199782355535374;0.00197518793662489
23.92995;0.199782145155745;0.00196500997272301
23.93995;0.19978193473769;0.00195777074704995
23.94995;0.199781724280941;0.0019523695096873
23.95995;0.199781513794822;0.00194745707449873
23.96995;0.199781303282252;0.00194246910049849
23.97995;0.199781092745375;0.00193714133965637
23.98995;0.199780882184711;0.0019313887325458
23.99995;0.199780671606236;0.00192534057572026
24.00995;0.199780461012681;0.00191909343179782
24.01995;0.199780250406504;0.00191273648759293
24.02995;0.199780039790417;0.00190634974808123
24.03995;0.199779829168939;0.0018999912660611
24.04995;0.199779618545195;0.00189369233279875
24.05995;0.199779407922631;0.00188747757025041
24.06995;0.199779197305365;0.00188136331061025
24.07995;0.199778986696518;0.00187534384470332
24.08995;0.199778776099445;0.00186941960688126
24.09995;0.199778565518969;0.00186359616210085
24.10995;0.19977835495961;0.00185787232013494
24.11995;0.199778144423369;0.00185223651050609
24.12995;0.199777933913786;0.00184668589344193
24.13995;0.199777723437594;0.00184122505779668
24.14995;0.199777512998716;0.00183584958519449
24.15995;0.199777302598446;0.00183055072689771
24.16995;0.199777092240509;0.0018253261810137
24.17995;0.19977688193415;0.00182018141936474
24.18995;0.199776671681641;0.00181511048717808
24.19995;0.199776461484035;0.00181010715284813
24.20995;0.199776251345248;0.00180516959952348
24.21995;0.199776041277684;0.00180030396755425
24.22995;0.199775831280832;0.00179550306704002
24.23995;0.19977562135601;0.00179076261498611
24.24995;0.199775411507331;0.00178608117309853
24.25995;0.199775201751056;0.00178146543668648
24.26995;0.199774992082673;0.00177690723334423
24.27995;0.199774782504309;0.00177240385305515
24.28995;0.199774573020287;0.00176795417177952
24.29995;0.199774363651466;0.00176356537705267
24.30995;0.199774154388025;0.00175922843748637
24.31995;0.199773945233494;0.00175494190893341
24.32995;0.199773736193266;0.00175070524844676
24.33995;0.199773527291025;0.00174652500546953
24.34995;0.19977331851281;0.00174239238296958
24.35995;0.199773109863329;0.00173830660922227
24.36995;0.199772901350688;0.00173426803256965
24.37995;0.19977269299735;0.00173028131618298
24.38995;0.199772484788604;0.00172633910028105
24.39995;0.199772276729386;0.001722440719911
24.40995;0.199772068831243;0.00171858726886944
24.41995;0.199771861114158;0.00171478172899252
24.42995;0.199771653563226;0.00171101796258696
24.43995;0.199771446183621;0.0017072953761031
24.44995;0.199771238991113;0.00170361570049087
24.45995;0.199771032001844;0.00169998041311925
24.46995;0.199770825201319;0.00169638444433125
24.47995;0.199770618594957;0.00169282725362752
24.48995;0.199770412203586;0.00168931112523096
24.49995;0.199770206038046;0.00168583619187295
24.50995;0.199770000084903;0.00168239833249071
24.51995;0.199769794349829;0.00167899705025221
24.52995;0.199769588859599;0.0016756351140642
24.53995;0.199769383618184;0.00167231145687859
24.54995;0.199769178613912;0.0016690228067919
24.55995;0.199768973852713;0.00166576870525326
24.56995;0.199768769368261;0.0016625523474223
24.57995;0.199768565155975;0.00165937159667443
24.58995;0.199768361206699;0.00165622394390292
24.59995;0.199768157526628;0.00165310896506394
24.60995;0.199767954157341;0.00165003023064393
24.61995;0.19976775108391;0.001646984650672
24.62995;0.199767548300505;0.00164397040238008
24.63995;0.19976734581359;0.00164098709312555
24.64995;0.199767143673713;0.00163803862387684
24.65995;0.199766941853692;0.00163512105474107
24.66995;0.199766740351881;0.00163223318111815
24.67995;0.199766539175021;0.00162937463901634
24.68995;0.199766338383756;0.0016265496202386
24.69995;0.199766137936615;0.00162375342694057
24.70995;0.199765937837059;0.00162098541176271
24.71995;0.19976573809441;0.00161824541143013
24.72995;0.199765538773684;0.00161553734982961
24.73995;0.199765339823883;0.00161285637664576
24.74995;0.199765141252242;0.0016102021726993
24.75995;0.199764943075205;0.00160757503021838
24.76995;0.19976474534981;0.00160497780298698
24.77995;0.199764548026845;0.00160240633218772
24.78995;0.19976435111383;0.00159986032098062
24.79995;0.199764154635422;0.00159734047319969
24.80995;0.199763958638708;0.00159484867059392
24.81995;0.199763763077144;0.00159238138518137
24.82995;0.199763567958533;0.00158993834059079
24.83995;0.199763373316905;0.0015875206128883
24.84995;0.19976317918729;0.00158512920002225
24.85995;0.199762985526758;0.00158276115013151
24.86995;0.199762792343391;0.00158041620562596
24.87995;0.199762599681808;0.00157809577945846
24.88995;0.199762407562754;0.00157580006524048
24.89995;0.199762215947915;0.00157352663782782
24.90995;0.199762024845653;0.00157127525688612
24.91995;0.199761834312442;0.00156904764050034
24.92995;0.199761644352396;0.00156684324957341
24.93995;0.199761454932879;0.00156466014102191
24.94995;0.199761266062523;0.00156249809038528
24.95995;0.199761077810989;0.00156035909232993
24.96995;0.199760890163284;0.00155824193966836
24.97995;0.199760703093572;0.00155614513097251
24.98995;0.199760516610748;0.00155406845640045
24.99995;0.199760330799037;0.00155201416151089
25.00995;0.199760145621751;0.00154998042936473
25.01995;0.199759961061033;0.00154796616359507
25.02995;0.199759777126028;0.00154597116783579
25.03995;0.199759593916951;0.00154399791540604
25.04995;0.199759411372718;0.00154204403232481
25.05995;0.199759229484684;0.00154010879411315
25.06995;0.199759048262235;0.00153819201683789
25.07995;0.199758867823038;0.00153629638073361
25.08995;0.199758688078809;0.00153441900243708
25.09995;0.199758509031405;0.00153255949925839
25.10995;0.199758330694363;0.00153071779470524
25.11995;0.199758153192511;0.00152889646924302
25.12995;0.199757976419263;0.0015270924611391
25.13995;0.19975780038438;0.00152530560619667
25.14995;0.199757625114629;0.00152353611815649
25.15995;0.199757450716231;0.00152178590974644
25.16995;0.199757277088616;0.0015200523309228
25.17995;0.199757104241728;0.00151833522746939
25.18995;0.199756932216981;0.00151663508070256
25.19995;0.199756761099215;0.00151495318584471
25.20995;0.199756590795154;0.00151328727438418
25.21995;0.199756421314896;0.00151163720133414
25.22995;0.199756252715949;0.00151000369495051
25.23995;0.19975608505891;0.00150838747877461
25.24995;0.199755918259121;0.00150678663826431
25.25995;0.199755752326806;0.00150520103697092
25.26995;0.199755587337035;0.00150363163127419
25.27995;0.199755423323221;0.00150207861488059
25.28995;0.199755260210693;0.00150054040200175
25.29995;0.199755098009772;0.00149901686409057
25.30995;0.199754936814562;0.00149750916847402
25.31995;0.199754776628301;0.00149601701727953
25.32995;0.19975461738771;0.00149453913038017
25.33995;0.199754459103166;0.00149307538654378
25.34995;0.199754301889289;0.00149162714834403
25.35995;0.199754145716108;0.00149019366134484
25.36995;0.199753990533167;0.00148877392991031
25.37995;0.199753836350863;0.00148736783958248
25.38995;0.199753683305794;0.00148597693381004
25.39995;0.199753531331734;0.0014846000336856
25.40995;0.199753380392499;0.00148323640863339
25.41995;0.199753230498465;0.00148188595047114
25.42995;0.199753081809648;0.0014805503703477
25.43995;0.199752934220528;0.0014792280943391
25.44995;0.199752787710651;0.00147791863907357
25.45995;0.199752642290327;0.00147662190218524
25.46995;0.199752498144394;0.00147533975042585
25.47995;0.199752355125031;0.00147407024193063
25.48995;0.199752213228969;0.00147281312410131
25.49995;0.199752072471679;0.00147156835607933
25.50995;0.199751933048352;0.00147033778075132
25.51995;0.199751794781744;0.0014691192815828
25.52995;0.199751657681933;0.00146791276549551
25.53995;0.199751521784459;0.0014667183935731
25.54995;0.199751387251287;0.00146553755211338
25.55995;0.19975125391776;0.00146436839537699
25.56995;0.199751121793758;0.00146321083501097
25.57995;0.199750990936257;0.00146206522110711
25.58995;0.199750861470951;0.00146093251164021
25.59995;0.199750733247283;0.00145981111518112
25.60995;0.199750606274886;0.00145870094776645
25.61995;0.199750480633484;0.00145760253652354
25.62995;0.199750356409526;0.00145651643728299
25.63995;0.199750233468052;0.00145544129765825
25.64995;0.199750111818394;0.00145437703776619
25.65995;0.199749991564263;0.00145332435066794
25.66995;0.199749872749994;0.00145228341433334
25.67995;0.199749755257683;0.00145125310125678
25.68995;0.199749639096311;0.00145023333534898
25.69995;0.199749524394726;0.00144922496529102
25.70995;0.199749411152407;0.00144822781375156
25.71995;0.199749299269921;0.00144724096494888
25.72995;0.199749188755843;0.00144626434631956
25.73995;0.199749079765207;0.00144529895256015
25.74995;0.199748972250049;0.00144434427202864
25.75995;0.199748866130759;0.00144339958842095
25.76995;0.199748761415449;0.00144246483244371
25.77995;0.19974865828626;0.00144154113583657
25.78995;0.19974855664539;0.00144062767220873
25.79995;0.199748456434324;0.00143972391331017
25.80995;0.199748357660641;0.00143882979286463
25.81995;0.199748260534369;0.00143794657123212
25.82995;0.199748164905688;0.00143707312553796
25.83995;0.199748070738346;0.00143620910489819
25.84995;0.199747978039314;0.00143535444578942
25.85995;0.199747887047093;0.00143451052922156
25.86995;0.199747797557928;0.00143367595293444
25.87995;0.199747709558868;0.00143285053336539
25.88995;0.199747623061782;0.00143203424311514
25.89995;0.199747538317181;0.00143122847518892
25.90995;0.19974745508257;0.00143043166502314
25.91995;0.19974737336357;0.00142964375319767
25.92995;0.199747293197028;0.00142886486137595
25.93995;0.199747214784822;0.00142809604713042
25.94995;0.199747137905139;0.00142733593874164
25.95995;0.199747062562588;0.00142658447851187
25.96995;0.199746988819404;0.00142584192840279
25.97995;0.199746916826508;0.00142510902771959
25.98995;0.199746846383857;0.00142438458741286
25.99995;0.19974677749473;0.00142366855087228
26.00995;0.199746710246712;0.0014229613116036
26.01995;0.199746644737577;0.00142226330664686
26.02995;0.199746580789885;0.00142157351989961
26.03995;0.199746518405016;0.00142089189495687
26.04995;0.199746457695098;0.00142021894778824
26.05995;0.199746398702669;0.00141955482825007
26.06995;0.199746341273234;0.00141889868372899
26.07995;0.199746285405214;0.00141825045671868
26.08995;0.19974623123301;0.00141761077545687
26.09995;0.19974617874178;0.00141697951645902
26.10995;0.199746127799353;0.00141635597989699
26.11995;0.199746078399004;0.00141574010287813
26.12995;0.19974603069201;0.0014151326076794
26.13995;0.199745984603538;0.00141453310087014
26.14995;0.199745940020816;0.00141394100804545
26.15995;0.199745896926969;0.0014133562277887
26.16995;0.199745855477112;0.00141277948621793
26.17995;0.199745815532072;0.00141221003928524
26.18995;0.199745776989612;0.00141164728287107
26.19995;0.199745739810973;0.00141109084602386
26.20995;0.199745704125741;0.00141054090132438
26.21995;0.199745669730099;0.00140999590267275
26.22995;0.199745636524299;0.00140945454943405
26.23995;0.199745604443886;0.00140891541096464
26.24995;0.199745573553185;0.00140837668285312
26.25995;0.199745543529965;0.00140783675451065
26.26995;0.199745514025694;0.00140729574254598
26.27995;0.199745484363166;0.00140675712083419
26.28995;0.199745452545442;0.00140623537583043
26.29995;0.199745414890155;0.00140574995112144
26.30995;0.199745361922838;0.00140531520987527
26.31995;0.199745264962952;0.00140487111019455
26.32995;0.199744971051628;0.00140383810498104
26.33995;0.199743777281823;0.00140023336275679
26.34995;0.199737640457486;0.00138792052529523
26.35995;0.199702009180432;0.00134591721410761
26.36995;0.19958992179809;0.00125306883174677
26.37995;0.19954719945302;0.00123558261184512
26.38995;0.199531767406604;0.00123352761652342
26.39995;0.199526760197355;0.00123356679345437
26.40995;0.199525422356494;0.00123374351011501
26.41995;0.199525084974414;0.00123393600492918
26.42995;0.199525053839514;0.00123415388994009
26.43995;0.199525083695754;0.00123439445658083
26.44995;0.199525103058366;0.00123464991900879
26.45995;0.19952510820613;0.00123491395260026
26.46995;0.19952510727155;0.00123518423593253
26.47995;0.199525108770568;0.00123546002347174
26.48995;0.199525118499509;0.00123574069430091
26.49995;0.199525138240848;0.00123602562774308
26.50995;0.199525168611507;0.00123631469890346
26.51995;0.199525210434517;0.00123660824181783
26.52995;0.199525262583973;0.00123690603392236
26.53995;0.199525323683631;0.00123720777052088
26.54995;0.199525393088544;0.00123751342071728
26.55995;0.199525471132169;0.00123782342913331
26.56995;0.199525556759923;0.0012381374957596
26.57995;0.199525649287036;0.00123845542147317
26.58995;0.199525748476752;0.00123877720018851
26.59995;0.199525855026419;0.001239103359805
26.60995;0.199525968104998;0.00123943349350768
26.61995;0.199526087417528;0.00123976748311799
26.62995;0.199526212894347;0.00124010533481476
26.63995;0.199526345417003;0.00124044765648866
26.64995;0.199526484081338;0.00124079391886899
26.65995;0.199526628758073;0.00124114407603327
26.66995;0.199526779423639;0.00124149814869047
26.67995;0.199526937022849;0.0012418568026154
26.68995;0.199527100524037;0.00124221939809154
26.69995;0.199527269895368;0.00124258595148631
26.70995;0.199527445214411;0.00124295655527215
26.71995;0.19952762720899;0.00124333175703314
26.72995;0.199527814968959;0.00124371097619786
26.73995;0.199528008462186;0.00124409423237256
26.74995;0.199528207858611;0.00124448169145188
26.75995;0.199528413675656;0.00124487377820352
26.76995;0.199528625119131;0.0012452699707244
26.77995;0.199528842156243;0.00124567029110759
26.78995;0.199529065044413;0.00124607498142969
26.79995;0.199529294099778;0.0012464843379934
26.80995;0.199529528639856;0.00124689789860751
26.81995;0.199529768631197;0.00124731568743961
26.82995;0.199530014413728;0.00124773802621152
26.83995;0.199530266111561;0.00124816507628583
26.84995;0.199530523149333;0.00124859643717399
26.85995;0.199530785492773;0.00124903213488964
26.86995;0.199531053558979;0.00124947257478715
26.87995;0.19953132728945;0.00124991777609098
26.88995;0.19953160621122;0.00125036740266857
26.89995;0.199531890288996;0.00125082148225891
26.90995;0.199532180011459;0.00125128050827807
26.91995;0.199532475147334;0.00125174434993972
26.92995;0.199532775321255;0.00125221273863481
26.93995;0.199533080496781;0.00125268570377493
26.94995;0.199533391228362;0.00125316383167496
26.95995;0.199533707122364;0.00125364683300363
26.96995;0.199534027896114;0.00125413451027971
26.97995;0.199534353511971;0.00125462689458043
26.98995;0.19953468458415;0.00125512467035715
26.99995;0.199535020567668;0.00125562738052812
27.00995;0.199535361267481;0.00125613490274286
27.01995;0.199535706644759;0.0012566472697705
27.02995;0.199536057367288;0.00125716526984595
27.03995;0.199536412750339;0.00125768826823285
27.04995;0.199536772681221;0.0012582162220992
27.05995;0.199537137124904;0.00125874917151098
27.06995;0.199537506781622;0.00125928799790367
27.07995;0.199537880853795;0.00125983189490237
27.08995;0.19953825930067;0.0012603808984145
27.09995;0.199538642158288;0.00126093513790265
27.10995;0.199539029951368;0.00126149534845677
27.11995;0.199539421983527;0.00126206078670851
27.12995;0.199539818213094;0.00126263149045137
27.13995;0.199540218741288;0.00126320768412501
27.14995;0.199540623928845;0.00126378994703376
27.15995;0.199541033175399;0.00126437760299297
27.16995;0.199541446438508;0.00126497069178717
27.17995;0.199541863878538;0.00126556953886332
27.18995;0.199542285704237;0.00126617455753607
27.19995;0.199542711405816;0.00126678514335133
27.20995;0.199543140940228;0.00126740133820619
27.21995;0.199543574520854;0.00126802357506945
27.22995;0.19954401221682;0.00126865209023922
27.23995;0.199544453603242;0.00126928635593087
27.24995;0.199544898636646;0.00126992641629158
27.25995;0.199545347577245;0.0012705728188518
27.26995;0.199545800367173;0.0012712256109735
27.27995;0.199546256660594;0.00127188434690091
27.28995;0.199546716413789;0.00127254907318495
27.29995;0.199547179927612;0.00127322045952977
27.30995;0.199547647029995;0.00127389835146776
27.31995;0.199548117448151;0.00127458239108652
27.32995;0.199548591138293;0.00127527262751085
27.33995;0.19954906843577;0.00127596986085607
27.34995;0.199549549067159;0.00127667372086535
27.35995;0.199550032826614;0.00127738394377991
27.36995;0.199550519670465;0.00127810058148554
27.37995;0.199551009962494;0.00127882457343138
27.38995;0.199551503340711;0.00127955531844134
27.39995;0.199551999660064;0.001280292653763
27.40995;0.199552498877166;0.00128103663424795
27.41995;0.19955300137831;0.00128178834835345
27.42995;0.199553506725572;0.00128254694756743
27.43995;0.199554014828536;0.00128331237759167
27.44995;0.199554525644877;0.00128408469805795
27.45995;0.199555039575816;0.00128486515215932
27.46995;0.199555556121697;0.00128565263098682
27.47995;0.199556075240034;0.00128644719520822
27.48995;0.199556596930913;0.00128724902963284
27.49995;0.19955712148133;0.00128805918313549
27.50995;0.199557648465549;0.00128887662747845
27.51995;0.199558177841794;0.00128970142696521
27.52995;0.199558709646696;0.00129053390118328
27.53995;0.199559244065744;0.0012913748890878
27.54995;0.199559780740718;0.00129222345000652
27.55995;0.199560319630684;0.00129307965216155
27.56995;0.199560860803118;0.00129394396039482
27.57995;0.199561404354436;0.00129481698668147
27.58995;0.199561949987603;0.00129569788547063
27.59995;0.199562497662637;0.00129658672921073
27.60995;0.199563047472365;0.00129748413944105
27.61995;0.1995635994362;0.0012983904824814
27.62995;0.199564153312071;0.00129930501619192
27.63995;0.199564709061052;0.00130022781758219
27.64995;0.19956526679605;0.00130115967739981
27.65995;0.199565826471114;0.0013021006958453
27.66995;0.199566387893073;0.00130305024329376
27.67995;0.199566951024139;0.00130400840168055
27.68995;0.199567515992283;0.00130497614465304
27.69995;0.199568082697347;0.00130595328384725
27.70995;0.199568650989176;0.00130693931216113
27.71995;0.199569220831194;0.00130793431685332
27.72995;0.199569792361681;0.00130893946946835
27.73995;0.199570365436903;0.00130995426843675
27.74995;0.199570939944053;0.00131097834019118
27.75995;0.199571515847821;0.0013120117777476
27.76995;0.19957209329233;0.00131305596699071
27.77995;0.199572672100331;0.00131411006606991
27.78995;0.199573252190935;0.00131517384708022
27.79995;0.199573833530144;0.00131624740926945
27.80995;0.19957441626374;0.00131733237090732
27.81995;0.199575000190437;0.00131842752008527
27.82995;0.199575585256092;0.00131953278792893
27.83995;0.199576171428047;0.00132064828043778
27.84995;0.199576758849853;0.00132177586808805
27.85995;0.199577347305065;0.0013229139361371
27.86995;0.199577936761381;0.00132406258948997
27.87995;0.199578527202658;0.00132522211704138
27.88995;0.199579118721154;0.0013263941365492
27.89995;0.199579711138998;0.00132757712104645
27.90995;0.199580304425949;0.00132877118993091
27.91995;0.199580898578736;0.00132997683963622
27.92995;0.199581493645971;0.00133119538714127
27.93995;0.199582089485065;0.00133242542548513
27.94995;0.199582686067146;0.0013336670825429
27.95995;0.199583283397774;0.00133492108214663
27.96995;0.199583881491026;0.00133618840942372
27.97995;0.199584480234519;0.00133746779097282
27.98995;0.199585079600743;0.00133875936389322
27.99995;0.199585679600322;0.00134006410140716
28.00995;0.199586280221321;0.00134138262226432
28.01995;0.199586881376769;0.00134271380174575
28.02995;0.199587483040506;0.001344057787002
28.03995;0.199588085224737;0.00134541582502492
28.04995;0.199588687899436;0.00134678812979113
28.05995;0.199589290998546;0.0013481737421506
28.06995;0.199589894497235;0.00134957282022368
28.07995;0.199590498406083;0.00135098691183
28.08995;0.199591102684309;0.001352415783437
28.09995;0.199591707282563;0.00135385866033511
28.10995;0.199592312177312;0.00135531571263809
28.11995;0.199592917374575;0.00135678881906378
28.12995;0.199593522829576;0.00135827725095556
28.13995;0.199594128505756;0.00135978043915443
28.14995;0.19959473438085;0.00136129856691246
28.15995;0.199595340453631;0.00136283387731237
28.16995;0.199595946681541;0.00136438509346376
28.17995;0.199596553037171;0.00136595187539826
28.18995;0.199597159499494;0.00136753442079235
28.19995;0.199597766057597;0.00136913537440108
28.20995;0.199598372676823;0.00137075285178642
28.21995;0.199598979335548;0.00137238676867746
28.22995;0.199599586013943;0.00137403733862636
28.23995;0.199600192689213;0.00137570764972635
28.24995;0.199600799339766;0.00137739514365249
28.25995;0.19960140594667;0.00137910002159589
